Message,Time,Longitude,Latitude,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType
25270,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25271,03/14/2025 12:20:19,29.02652,41.10591,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25272,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,0,,1,1,0,10,0,0,,0,0,,0,0,0,1,,,
25273,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25274,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25275,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25276,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25277,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25278,03/14/2025 12:20:19,29.02652,41.10591,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25279,03/14/2025 12:20:19,29.02652,41.10591,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0, BCCH-BCH MIB,,
25280,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25281,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25282,03/14/2025 12:20:19,29.02652,41.10591,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0, BCCH-DL_SCH SIB1,,
25283,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25284,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25285,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25286,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25287,03/14/2025 12:20:19,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25288,03/14/2025 12:20:20,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25289,03/14/2025 12:20:20,29.02652,41.10591,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25290,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25291,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25292,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,11,7,17 (64QAM OR 256QAM / Low SE -16QAM),175,,,11,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25293,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_16,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25294,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,64QAM,Rank3,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25295,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25296,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25297,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,114.6,,,,,,,,,,,18.3,,3.3,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25298,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25299,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25300,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25301,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25302,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25303,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25304,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25305,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25306,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25307,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25308,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25309,03/14/2025 12:20:20,29.02653,41.10589,5GSA,68,-91.5,-11.1,6.8,76,,,,,-96.9,,,,,-15.8,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25310,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25311,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25312,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25313,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,130280.18,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25314,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25315,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25316,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25317,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25318,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25319,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25320,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25321,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,8.9,0,18 (64QAM OR 256QAM / Low SE -16QAM),46,,,8.9,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25322,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_2,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25323,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,64QAM,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25324,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25325,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25326,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25327,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25328,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25329,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25330,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25331,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25332,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25333,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25334,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25335,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25336,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,79883.87,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25337,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25338,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25339,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,109.7,,,,,,,,,,,17.5,,0.6,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25340,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25341,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25342,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25343,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25344,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25345,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,97976.32,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25346,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25347,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25348,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25349,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25350,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25351,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25352,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25353,03/14/2025 12:20:20,29.02653,41.10589,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25354,03/14/2025 12:20:20,29.02653,41.10589,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0, BCCH-BCH MIB,,
25355,03/14/2025 12:20:20,29.02653,41.10589,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25356,03/14/2025 12:20:20,29.02653,41.10589,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0, BCCH-DL_SCH SIB1,,
25357,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25358,03/14/2025 12:20:20,29.02653,41.10589,5GSA,68,-93.1,-11.7,6.6,76,,,,,-99.5,,,,,-15.5,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25359,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25360,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25361,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25362,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25363,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25364,03/14/2025 12:20:20,29.02653,41.10589,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25365,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25366,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25367,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25368,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25369,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25370,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,5.6,0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),59,,,5.6,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25371,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_2,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25372,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,64QAM,Rank3,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25373,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25374,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25375,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,108.6,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25376,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25377,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25378,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25379,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25380,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25381,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25382,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,97766.39,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25383,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25384,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25385,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25386,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25387,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25388,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank3,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25389,03/14/2025 12:20:21,29.02655,41.10583,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0, DL-DCCH RRCReconfiguration,,
25390,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25391,03/14/2025 12:20:21,29.02655,41.10583,5GSA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,
25392,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25393,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25394,03/14/2025 12:20:21,29.02655,41.10583,5GSA,68,-92.4,-11.5,7.2,76,,,,,-96.8,,,,,-15.5,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25395,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25396,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25397,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25398,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25399,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25400,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25401,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25402,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25403,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25404,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,12.4,12,18 (64QAM OR 256QAM / Low SE -16QAM),55,,,12.4,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
25405,03/14/2025 12:20:21,29.02655,41.10583,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_2,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
