Message,Time,Longitude,Latitude,NR_Scan_NR_ARFCN,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6,Time_Numeric
10269,2025-03-14 12:22:27,29.02532,41.10787,643296,246,59,76,48,40,59,76,-119.143333333333,-91.4975,-99.938,-103.14,-114.255,-110.174566853174,-106.68462400651,-21.7433333333333,-15.505,-24.46,-27.8,-38.0783333333333,-35.91311595601,-35.2463754724112,-10.3966666666667,-3.1225,-13.656,-17.09,-27.4566666666667,-25.2649276480803,-23.3736058280326,1741954947.426
10270,2025-03-14 12:22:27,29.02532,41.10787,643296,246,59,76,48,40,59,76,-113.216666666667,-90.80125,-99.816,-103.798,-114.04,-110.177295002894,-106.68462400651,-18.8366666666667,-15.2625,-24.89,-27.664,-37.7566666666667,-35.911686282076,-35.2463754724112,-7.00333333333333,-2.73875,-14.102,-16.954,-27.1333333333333,-25.2634902566081,-23.3736058280326,1741954947.426
10271,2025-03-14 12:22:27,29.02532,41.10787,640704,59,30,76,48,40,59,76,-89.87,-90.22,-100.06,-104.16,-114.47,-110.180023152614,-106.68462400651,-13.83,-14.18,-24.03,-28.13,-38.4,-35.910256608142,-35.295029318565,-0.4,-1.04,-13.21,-17.43,-27.78,-25.262052865136,-23.3080324283341,1741954947.426
10272,2025-03-14 12:22:27,29.02532,41.10787,640704,59,30,76,48,40,59,76,-90.19,-90.3225,-99.19,-103.436,-113.825,-110.182751302335,-106.68462400651,-13.9766666666667,-14.155,-22.9,-27.198,-37.435,-35.908826934208,-35.2088273954881,-0.67,-0.9975,-12.005,-16.478,-26.81,-25.2606154736639,-23.4231771639189,1741954947.469
10273,2025-03-14 12:22:27,29.02532,41.10787,640704,59,30,76,48,40,59,76,-90.51,-90.425,-97.9528571428571,-103.074,-113.395,-110.185479452055,-106.68462400651,-14.1233333333333,-14.13,-21.3542857142857,-26.732,-36.7916666666667,-35.907397260274,-35.2088273954881,-0.94,-0.955,-10.3328571428571,-16.002,-26.1633333333333,-25.2591780821918,-23.4231771639189,1741954947.483
10274,2025-03-14 12:22:27,29.02532,41.10787,640704,59,30,76,48,40,59,76,-90.83,-90.63,-98.32,-102.35,-113.18,-110.190935751495,-106.507742199017,-14.27,-14.08,-21.77,-25.8,-36.47,-35.9045379124059,-35.2088273954881,-1.21,-0.87,-10.8,-15.05,-25.84,-25.2563032992475,-23.2095006039952,1741954947.483
10275,2025-03-14 12:22:27,29.02532,41.10787,640704,59,30,76,48,40,59,76,-91.1733333333333,-90.5275,-97.5857142857143,-102.712,-113.61,-110.188207601775,-106.507742199017,-14.4633333333333,-14.105,-20.9385714285714,-26.266,-37.1133333333333,-35.90596758634,-35.2088273954881,-1.52166666666667,-0.9125,-9.86571428571429,-15.526,-26.4866666666667,-25.2577406907197,-23.2095006039952,1741954947.483
10276,2025-03-14 12:22:27,29.02532,41.10787,640704,59,30,76,48,40,59,76,-91.5166666666667,-90.8766666666667,-97.2185714285714,-101.635,-114.324,-110.196392050936,-106.507742199017,-14.6566666666667,-14.1766666666667,-20.5228571428571,-24.91,-37.434,-35.9016785645379,-35.2088273954881,-1.83333333333333,-1.035,-9.39857142857143,-14.125,-26.808,-25.2534285163033,-23.2095006039952,1741954947.655
10277,2025-03-14 12:22:27,29.02538,41.10787,640704,59,30,76,48,40,59,76,-91.86,-91.1233333333333,-96.8514285714286,-101.9925,-113.752,-110.193663901216,-106.507742199017,-14.85,-14.2733333333333,-20.1071428571429,-25.355,-36.952,-35.9031082384719,-35.2088273954881,-2.145,-1.2,-8.93142857142857,-14.5875,-26.324,-25.2548659077754,-23.2095006039952,1741954947.655
10278,2025-03-14 12:22:27,29.02538,41.10787,643296,59,30,76,48,40,59,76,-92.2033333333333,-91.37,-96.4842857142857,-101.2775,-114.896,-110.199120200656,-106.507742199017,-15.0433333333333,-14.37,-19.6914285714286,-24.465,-37.916,-35.9002488906039,-35.2088273954881,-2.45666666666667,-1.365,-8.46428571428572,-13.6625,-27.292,-25.2519911248312,-23.2095006039952,1741954947.663
10279,2025-03-14 12:22:27,29.02538,41.10787,643296,59,30,76,48,40,59,76,-92.5466666666667,-91.6166666666667,-95.6066666666667,-101.496666666667,-115.468,-110.204576500097,-106.507742199017,-15.2366666666667,-14.4666666666667,-18.6233333333333,-24.4133333333333,-38.398,-35.8973895427359,-35.257481241642,-2.76833333333333,-1.53,-7.24333333333333,-13.6066666666667,-27.776,-25.2491163418869,-23.2095006039952,1741954947.843
10280,2025-03-14 12:22:27,29.02538,41.10787,640704,30,59,76,48,40,59,76,-90.44,-92.89,-95.75,-100.92,-116.04,-110.201848350376,-106.507742199017,-13.54,-15.99,-18.86,-24.02,-38.88,-35.8988192166699,-35.3383359424967,0.15,-3.89,-7.53,-13.2,-28.26,-25.2505537333591,-23.2095006039952,1741954947.843
10281,2025-03-14 12:22:27,29.02538,41.10787,640704,30,59,76,48,40,59,76,-89.57,-92.19375,-96.1171428571429,-101.208333333333,-115.706666666667,-110.207304649817,-106.507742199017,-13.575,-15.7475,-19.2757142857143,-24.2166666666667,-38.5766666666667,-35.8959598688019,-35.257481241642,0.08,-3.50625,-7.99714285714286,-13.4033333333333,-27.955,-25.2476789504148,-23.2095006039952,1741954947.843
10282,2025-03-14 12:22:28,29.02538,41.10787,643296,30,59,76,48,40,59,76,-90.23,-92.094,-95.4633333333333,-101.785,-115.04,-110.212760949257,-106.507742199017,-13.5966666666667,-15.514,-18.3866666666667,-24.61,-37.97,-35.8931005209338,-35.2088273954881,0.0466666666666667,-3.174,-6.95666666666667,-13.81,-27.345,-25.2448041674706,-23.2095006039952,1741954948.164
10283,2025-03-14 12:22:28,29.02544,41.10787,643296,30,59,76,48,40,59,76,-90.335,-92.492,-95.32,-102.073333333333,-115.373333333333,-110.210032799537,-106.507742199017,-13.5683333333333,-15.752,-18.15,-24.8066666666667,-38.2733333333333,-35.8945301948678,-35.2088273954881,0.0983333333333333,-3.532,-6.67,-14.0133333333333,-27.65,-25.2462415589427,-23.2095006039952,1741954948.164
10284,2025-03-14 12:22:28,29.02544,41.10787,643296,30,59,76,48,40,59,76,-90.125,-91.696,-95.1766666666667,-102.361666666667,-114.706666666667,-110.215489098977,-106.507742199017,-13.625,-15.276,-17.9133333333333,-25.0033333333333,-37.6666666666667,-35.8916708469998,-35.2088273954881,-0.005,-2.816,-6.38333333333333,-14.2166666666667,-27.04,-25.2433667759985,-23.2095006039952,1741954948.223
10285,2025-03-14 12:22:28,29.02544,41.10787,640704,59,30,76,48,40,59,76,-92.89,-92.11,-94.89,-102.65,-114.04,-110.218217248698,-106.507742199017,-15.43,-14.66,-17.44,-25.2,-37.06,-35.8902411730658,-35.2088273954881,-3.08,-1.86,-5.81,-14.42,-26.43,-25.2419293845263,-23.2095006039952,1741954948.223
10286,2025-03-14 12:22:28,29.02544,41.10787,640704,59,30,76,48,40,59,76,-92.3533333333333,-91.8633333333333,-95.0333333333333,-103.203333333333,-114.373333333333,-110.220945398418,-106.507742199017,-15.045,-14.5633333333333,-17.6766666666667,-25.9783333333333,-37.3633333333333,-35.8888114991318,-35.2088273954881,-2.38833333333333,-1.695,-6.09666666666667,-15.2166666666667,-26.735,-25.2404919930542,-23.2095006039952,1741954948.223
10287,2025-03-14 12:22:28,29.02544,41.10787,643296,59,30,76,48,40,59,76,-91.8166666666667,-92.066,-95.276,-103.756666666667,-113.93,-110.223673548138,-106.507742199017,-14.66,-14.796,-18.096,-26.7566666666667,-37.0616666666667,-35.8873818251978,-35.2088273954881,-1.69666666666667,-2.074,-6.578,-16.0133333333333,-26.43,-25.2390546015821,-23.2095006039952,1741954948.239
10288,2025-03-14 12:22:28,29.02544,41.10787,643296,59,30,76,48,40,59,76,-91.28,-92.022,-95.662,-104.31,-113.82,-110.226401697858,-106.507742199017,-14.275,-14.932,-18.752,-27.535,-37.0633333333333,-35.8859521512637,-35.2463754724112,-1.005,-2.288,-7.346,-16.81,-26.43,-25.23761721011,-23.1526232508645,1741954948.296
10289,2025-03-14 12:22:28,29.02544,41.10787,643296,59,30,76,48,40,59,76,-90.7433333333333,-91.978,-96.048,-104.863333333333,-113.71,-110.229129847579,-106.507742199017,-13.89,-15.068,-19.408,-28.3133333333333,-37.065,-35.8845224773297,-35.2463754724112,-0.313333333333333,-2.502,-8.114,-17.6066666666667,-26.43,-25.2361798186379,-23.0943558684104,1741954948.363
10290,2025-03-14 12:22:28,29.02544,41.10787,643296,59,30,76,48,40,59,76,-90.2066666666667,-91.934,-98.146,-105.145,-113.4,-110.231857997299,-106.507742199017,-13.505,-15.204,-21.776,-28.7,-37.5425,-35.8830928033957,-35.2463754724112,0.378333333333334,-2.716,-10.802,-18.015,-26.905,-25.2347424271657,-23.0943558684104,1741954948.583
10291,2025-03-14 12:22:28,29.0255,41.10787,643296,30,59,76,48,40,40,76,-89.915,-90.805,-96.434,-105.416666666667,-113.6,-108.843333333333,-106.68462400651,-13.6816666666667,-14.8725,-20.064,-29.0916666666667,-37.0666666666667,-36.0266666666667,-35.2463754724112,-0.108333333333333,-2.21,-8.882,-18.4033333333333,-26.43,-25.3933333333333,-23.3080324283341,1741954948.583
10292,2025-03-14 12:22:28,29.0255,41.10787,643296,30,59,76,48,40,40,76,-90.02,-91.298,-97.704,-105.42,-113.42,-107.121111111111,-106.628478825551,-13.6533333333333,-15.038,-21.424,-29.09,-38.015,-35.5555555555556,-35.2690305395663,-0.0566666666666667,-2.458,-10.418,-18.41,-27.38,-24.9211111111111,-23.0943558684104,1741954948.583
10293,2025-03-14 12:22:28,29.0255,41.10787,640704,30,59,76,48,40,40,76,-89.81,-90.9,-96.82,-105.97,-113.38,-110.565555555556,-106.782914007713,-13.71,-14.8,-20.72,-29.87,-37.07,-36.4977777777778,-35.1671921390779,-0.16,-2.1,-9.65,-19.2,-26.43,-25.8655555555556,-23.3080324283341,1741954948.583
10294,2025-03-14 12:22:28,29.0255,41.10787,640704,30,59,76,48,40,40,76,-89.1166666666667,-90.71,-97.262,-105.695,-113.49,-112.287777777778,-106.782914007713,-13.3433333333333,-14.945,-21.072,-29.48,-37.0683333333333,-36.9688888888889,-35.1564513983371,0.673333333333333,-2.32,-10.034,-18.805,-26.43,-26.3377777777778,-23.3080324283341,1741954948.583
10295,2025-03-14 12:22:28,29.0255,41.10787,640704,30,59,76,48,40,40,76,-88.4233333333333,-90.615,-98.588,-104.642,-113.44,-114.0725,-106.782914007713,-12.9766666666667,-15.0175,-22.128,-28.544,-38.4875,-37.61375,-35.205105244491,1.50666666666667,-2.43,-11.186,-17.856,-27.855,-26.98375,-23.3080324283341,1741954948.664
10296,2025-03-14 12:22:28,29.0255,41.10787,640704,59,30,76,48,68,40,76,-89.67,-91.89,-99.03,-104.87,-111.75,-114.01,-106.782914007713,-13.12,-15.34,-22.48,-28.31,-35.21,-37.44,-35.1262316181173,1.07,-2.93,-11.57,-17.62,-24.57,-26.81,-23.3080324283341,1741954948.664
10297,2025-03-14 12:22:28,29.0255,41.10787,643296,59,30,76,48,68,40,76,-89.1433333333333,-91.375,-96.8266666666667,-104.414,-110.474,-114.135,-106.782914007713,-13.36,-15.3975,-21.0433333333333,-28.778,-34.478,-37.7875,-35.1262316181173,0.576666666666667,-3.0175,-9.95,-18.092,-23.834,-27.1575,-23.3080324283341,1741954948.763
10298,2025-03-14 12:22:28,29.0255,41.10787,643296,59,30,76,48,68,40,76,-88.6166666666667,-90.86,-94.6233333333333,-104.186,-109.198,-114.1975,-106.782914007713,-13.6,-15.455,-19.6066666666667,-29.012,-33.746,-37.96125,-35.1262316181173,0.0833333333333334,-3.105,-8.33,-18.328,-23.098,-27.33125,-23.3080324283341,1741954948.796
10299,2025-03-14 12:22:28,29.0255,41.10787,643296,59,30,76,48,68,40,76,-88.518,-89.704,-93.1566666666667,-103.958,-107.922,-114.3225,-106.782914007713,-13.372,-15.706,-20.4,-29.246,-33.014,-38.30875,-35.1262316181173,0.618,-3.474,-9.16333333333333,-18.564,-22.362,-27.67875,-23.3080324283341,1741954948.863
10300,2025-03-14 12:22:28,29.0255,41.10787,640704,59,30,76,48,40,40,76,-88.09,-89.83,-92.42,-103.73,-113.46,-114.26,-106.782914007713,-13.84,-15.57,-18.17,-29.48,-38.96,-38.135,-35.2859599453457,-0.41,-3.28,-6.71,-18.8,-28.33,-27.505,-23.3080324283341,1741954948.863
10301,2025-03-14 12:22:28,29.0255,41.10787,640704,59,30,76,48,40,40,76,-88.304,-90.345,-92.7883333333333,-104.465,-113.56,-114.385,-106.782914007713,-13.606,-15.5125,-19.285,-29.625,-38.9325,-38.4825,-35.2859599453457,0.104,-3.1925,-7.93666666666667,-18.95,-28.305,-27.8525,-23.3080324283341,1741954948.863
10302,2025-03-14 12:22:29,29.0255,41.10787,640704,59,30,76,48,40,59,76,-88.946,-89.578,-93.8933333333333,-103.082857142857,-113.733333333333,-110.24004244646,-106.507742199017,-12.904,-15.842,-22.63,-28.7242857142857,-38.5577777777778,-35.8788037815937,-35.295029318565,1.646,-3.668,-11.6166666666667,-18.0328571428571,-27.9377777777778,-25.2304302527494,-23.0943558684104,1741954949.223
10303,2025-03-14 12:22:29,29.02556,41.10787,640704,59,30,76,48,40,59,76,-88.732,-89.452,-93.525,-104.494285714286,-113.66,-110.234586147019,-106.523514538817,-13.138,-15.978,-21.515,-29.4214285714286,-38.905,-35.8816631294617,-35.3758840194197,1.132,-3.862,-10.39,-18.7442857142857,-28.28,-25.2333050356936,-23.0943558684104,1741954949.223
10304,2025-03-14 12:22:29,29.02556,41.10787,640704,76,59,30,48,40,59,76,-90.26,-90.52,-92.42,-105.2,-113.86,-110.24277059618,-106.523514538817,-14.83,-15.09,-16.98,-29.77,-38.85,-35.8773741076597,-35.3758840194197,-2.15,-2.54,-5.24,-19.1,-28.23,-25.2289928612773,-23.0943558684104,1741954949.223
10305,2025-03-14 12:22:29,29.02556,41.10787,640704,76,59,30,48,40,59,76,-91.375,-90.2014285714286,-92.9533333333333,-103.788571428571,-113.76,-110.237314296739,-106.523514538817,-14.74,-15.0771428571429,-17.34,-29.0728571428571,-38.8775,-35.8802334555277,-35.3758840194197,-2.0025,-2.52142857142857,-5.67666666666667,-18.3885714285714,-28.255,-25.2318676442215,-23.0943558684104,1741954949.223
10306,2025-03-14 12:22:29,29.02556,41.10787,643296,76,59,30,48,40,59,76,-89.83,-89.8828571428572,-93.4866666666667,-102.377142857143,-113.606666666667,-110.2454987459,-106.507742199017,-14.8133333333333,-15.0642857142857,-17.7,-28.3757142857143,-38.2655555555556,-35.8759444337256,-35.2463754724112,-2.125,-2.50285714285714,-6.11333333333333,-17.6771428571429,-27.6455555555556,-25.2275554698051,-23.0943558684104,1741954949.405
10307,2025-03-14 12:22:29,29.02556,41.10787,643296,76,59,30,48,40,59,76,-89.4,-89.5642857142857,-94.02,-101.671428571429,-113.48,-110.24822689562,-106.507742199017,-14.7966666666667,-15.0514285714286,-18.06,-28.0271428571429,-37.9733333333333,-35.8745147597916,-35.2463754724112,-2.1,-2.48428571428571,-6.55,-17.3214285714286,-27.3533333333333,-25.226118078333,-23.0943558684104,1741954949.443
10308,2025-03-14 12:22:29,29.02556,41.10787,643296,76,59,30,48,40,59,76,-88.54,-89.2457142857143,-94.5533333333333,-100.776,-112.973333333333,-110.250955045341,-106.507742199017,-14.7633333333333,-15.0385714285714,-18.42,-26.422,-36.8044444444444,-35.8730850858576,-35.2088273954881,-2.05,-2.46571428571429,-6.98666666666667,-15.682,-26.1844444444444,-25.2246806868609,-23.2095006039952,1741954949.623
10309,2025-03-14 12:22:29,29.02563,41.10786,643296,76,59,30,48,40,68,76,-88.97,-88.9271428571429,-95.0866666666667,-100.965714285714,-113.353333333333,-115.01,-106.782914007713,-14.78,-15.0257142857143,-18.78,-27.6785714285714,-37.6811111111111,-38.2049122807018,-35.1564513983371,-2.075,-2.44714285714286,-7.42333333333333,-16.9657142857143,-27.0611111111111,-28.94,-23.3080324283341,1741954949.623
10310,2025-03-14 12:22:29,29.02563,41.10786,643296,76,30,59,48,40,68,76,-88.11,-90.1875,-82.43,-101.034,-113.226666666667,-115.342,-106.830755758554,-14.7466666666667,-18.785,-18.495,-25.968,-37.3888888888889,-38.0578947368421,-35.118903321414,-2.025,-7.1025,-6.885,-15.218,-26.7688888888889,-29.064,-23.4231771639189,1741954949.623
10311,2025-03-14 12:22:29,29.02563,41.10786,640704,76,30,59,48,40,68,76,-87.68,-89.2,-88.7,-100.26,-113.1,-115.674,-106.830755758554,-14.73,-16.25,-15.76,-27.33,-37.0966666666667,-37.9108771929825,-35.118903321414,-2,-4.25,-3.56,-16.61,-26.4766666666667,-29.188,-23.4231771639189,1741954949.623
10312,2025-03-14 12:22:29,29.02563,41.10786,640704,76,30,59,48,40,68,76,-87.345,-89.326,-85.565,-100.518,-112.846666666667,-116.006,-106.830755758554,-14.3075,-16.114,-17.1275,-26.876,-36.5122222222222,-37.7638596491228,-35.118903321414,-1.1925,-4.056,-5.2225,-16.146,-25.8922222222222,-29.312,-23.4231771639189,1741954949.623
10313,2025-03-14 12:22:29,29.02563,41.10786,640704,76,30,59,48,40,68,76,-87.01,-91.175,-79.295,-101.292,-112.62,-116.338,-106.830755758554,-13.885,-21.32,-19.8625,-25.514,-36.45,-37.6168421052632,-35.118903321414,-0.385,-9.955,-8.5475,-14.754,-26.396,-29.436,-23.4231771639189,1741954949.684
10314,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,40,68,76,-89.16,-93.75,-95.62,-101.55,-112.72,-116.67,-106.782914007713,-12.67,-17.27,-19.14,-25.06,-36.22,-37.4698245614035,-35.118903321414,2.16,-5.59,-7.86,-14.29,-25.6,-29.56,-23.4231771639189,1741954949.684
10315,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,40,68,76,-89.1933333333333,-93.085,-94.2066666666667,-101.78,-112.52,-115.933333333333,-106.782914007713,-13.2133333333333,-16.985,-18.23,-25.8033333333333,-36.68,-37.3228070175439,-35.118903321414,1.02333333333333,-5.21,-6.73,-15.05,-27.192,-29.98,-23.4231771639189,1741954949.717
10316,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,40,68,76,-89.155,-92.42,-92.7933333333333,-102.01,-112.42,-115.196666666667,-106.782914007713,-14.1766666666667,-16.7,-17.32,-26.5466666666667,-36.91,-37.1757894736842,-35.118903321414,-1.02333333333333,-4.83,-5.6,-15.81,-27.988,-30.4,-23.4231771639189,1741954949.723
10317,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,68,68,76,-89.26,-91.09,-91.38,-102.24,-105.37,-114.46,-106.782914007713,-14.3,-16.13,-16.41,-27.29,-31.55,-37.0287719298246,-35.0886835411943,-1.25,-4.07,-4.47,-16.57,-20.89,-30.82,-23.4231771639189,1741954949.723
10318,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,68,68,76,-89.2266666666667,-91.755,-92.3175,-102.268333333333,-106.646,-113.723333333333,-106.782914007713,-13.7566666666667,-16.415,-17.32,-27.3,-32.282,-36.8817543859649,-35.0886835411943,-0.113333333333333,-4.45,-5.5825,-16.5816666666667,-21.626,-31.24,-23.4231771639189,1741954949.723
10319,2025-03-14 12:22:29,29.02563,41.10786,643296,59,76,30,48,68,68,76,-89.05,-90.895,-93.255,-102.296666666667,-106.5,-112.986666666667,-106.782914007713,-14.0533333333333,-15.9075,-18.23,-27.31,-32.19,-36.7347368421053,-35.0886835411943,-0.796666666666667,-3.75,-6.695,-16.5933333333333,-21.5366666666667,-31.66,-23.4231771639189,1741954949.783
10320,2025-03-14 12:22:29,29.02563,41.10786,643296,59,76,30,48,68,40,76,-88.945,-90.7,-94.1925,-102.325,-107.63,-114.4475,-106.782914007713,-13.93,-15.685,-19.14,-27.32,-32.83,-38.65625,-35.0886835411943,-0.57,-3.43,-7.8075,-16.605,-22.1833333333333,-28.02625,-23.4231771639189,1741954949.849
10321,2025-03-14 12:22:29,29.02563,41.10786,643296,59,76,30,48,68,40,76,-88.735,-90.1425,-95.1957142857143,-102.353333333333,-108.88,-114.518,-106.782914007713,-13.6833333333333,-15.48,-20.35,-27.33,-33.96,-38.9,-35.0886835411943,-0.116666666666667,-3.1375,-9.24857142857143,-16.6166666666667,-23.322,-28.27,-23.4231771639189,1741954949.923
10322,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,68,40,76,-88.63,-90.31,-95.13,-102.41,-108.76,-114.51,-106.782914007713,-13.56,-15.24,-20.05,-27.35,-33.47,-38.83,-35.0886835411943,0.11,-2.79,-8.92,-16.64,-22.83,-28.2,-23.4231771639189,1741954949.923
10323,2025-03-14 12:22:29,29.02563,41.10786,640704,59,76,30,48,68,40,76,-88.84,-90.505,-95.2614285714286,-102.381666666667,-109,-114.526,-106.782914007713,-13.8066666666667,-15.4625,-20.65,-27.34,-34.45,-38.97,-35.0886835411943,-0.343333333333333,-3.11,-9.57714285714286,-16.6283333333333,-23.814,-28.34,-23.4231771639189,1741954949.923
10324,2025-03-14 12:22:30,29.02563,41.10786,643296,59,76,30,48,68,40,76,-86.9766666666667,-89.8075,-95.3271428571429,-102.374,-109.12,-114.542,-106.782914007713,-12.9866666666667,-15.96,-20.95,-27.962,-34.94,-39.11,-35.1262316181173,1.41,-3.8325,-9.90571428571429,-17.264,-24.306,-28.48,-23.3080324283341,1741954950.163
10325,2025-03-14 12:22:30,29.02569,41.10786,643296,59,76,30,48,68,40,76,-87.8033333333333,-89.975,-95.3928571428571,-102.392,-109.24,-114.534,-106.782914007713,-13.2733333333333,-15.72,-21.25,-27.656,-35.43,-39.04,-35.1262316181173,0.76,-3.485,-10.2342857142857,-16.952,-24.798,-28.41,-23.3080324283341,1741954950.163
10326,2025-03-14 12:22:30,29.02569,41.10786,643296,59,76,30,48,68,40,76,-85.9357142857143,-88.7971428571429,-95.4585714285714,-102.338,-108.966666666667,-115.221,-106.782914007713,-12.9,-15.7685714285714,-21.55,-28.574,-35.5577777777778,-39.1281818181818,-35.1262316181173,1.6,-3.53428571428571,-10.5628571428571,-17.888,-24.9277777777778,-29.56,-23.3080324283341,1741954950.303
10327,2025-03-14 12:22:30,29.02569,41.10786,640704,59,76,30,48,68,40,76,-86.15,-89.64,-95.59,-102.32,-109.36,-114.55,-106.782914007713,-12.7,-16.2,-22.15,-28.88,-35.92,-39.18,-35.1262316181173,2.06,-4.18,-11.22,-18.2,-25.29,-28.55,-23.3080324283341,1741954950.303
10328,2025-03-14 12:22:30,29.02569,41.10786,640704,59,76,30,48,68,40,76,-86.0428571428571,-89.2185714285714,-95.5242857142857,-102.356,-109.163333333333,-115.892,-106.782914007713,-12.8,-15.9842857142857,-21.85,-28.268,-35.7388888888889,-39.0763636363636,-35.1262316181173,1.83,-3.85714285714286,-10.8914285714286,-17.576,-25.1088888888889,-30.57,-23.3080324283341,1741954950.303
10329,2025-03-14 12:22:30,29.02569,41.10786,643296,59,76,30,48,68,40,76,-85.8285714285714,-88.3757142857143,-95.8485714285714,-102.528,-108.77,-116.563,-106.782914007713,-13,-15.5528571428571,-22.43,-29.118,-35.3766666666667,-39.0245454545455,-35.1262316181173,1.37,-3.21142857142857,-11.5157142857143,-18.438,-24.7466666666667,-31.58,-23.3080324283341,1741954950.443
10330,2025-03-14 12:22:30,29.02569,41.10786,643296,59,76,30,48,68,40,76,-85.7214285714286,-87.9542857142857,-96.1071428571429,-102.736,-108.573333333333,-117.234,-106.663083293685,-13.1,-15.3371428571429,-22.71,-29.356,-35.1955555555556,-38.9727272727273,-35.1648824117681,1.14,-2.88857142857143,-11.8114285714286,-18.676,-24.5655555555556,-32.59,-23.322311829434,1741954950.444
10331,2025-03-14 12:22:30,29.02569,41.10786,643296,59,76,30,48,68,40,76,-85.5071428571429,-87.1114285714286,-96.6242857142857,-102.944,-108.376666666667,-118.576,-106.663083293685,-13.3,-14.9057142857143,-23.27,-29.594,-35.0144444444444,-38.8690909090909,-35.1648824117681,0.68,-2.24285714285714,-12.4028571428571,-18.914,-24.3844444444444,-34.61,-23.322311829434,1741954950.483
10332,2025-03-14 12:22:30,29.02569,41.10786,643296,59,76,30,48,68,40,76,-85.6142857142857,-87.5328571428571,-96.3657142857143,-103.152,-108.18,-117.905,-106.663083293685,-13.2,-15.1214285714286,-22.99,-29.832,-34.8333333333333,-38.9209090909091,-35.1648824117681,0.91,-2.56571428571429,-12.1071428571429,-19.152,-24.2033333333333,-33.6,-23.322311829434,1741954950.483
10333,2025-03-14 12:22:30,29.02569,41.10786,643296,76,59,30,48,68,59,76,-86.0533333333333,-88.3933333333333,-96.8828571428572,-102.053333333333,-107.786666666667,-110.253683195061,-106.523514538817,-12.9333333333333,-15.46,-23.55,-29.1933333333333,-34.4711111111111,-35.8716554119236,-35.2161556921914,1.51,-3.08333333333333,-12.6985714285714,-18.5033333333333,-23.8411111111111,-25.2232432953888,-23.0943558684104,1741954950.583
10334,2025-03-14 12:22:30,29.02576,41.10785,643296,76,59,30,48,68,59,76,-85.7666666666667,-88.3416666666667,-97.1414285714286,-101.4,-107.983333333333,-110.256411344781,-106.507742199017,-12.8266666666667,-15.23,-23.83,-28.755,-34.6522222222222,-35.8702257379896,-35.2161556921914,1.79,-2.74666666666667,-12.9942857142857,-18.06,-24.0222222222222,-25.2218059039167,-23.0943558684104,1741954950.583
10335,2025-03-14 12:22:30,29.02576,41.10785,640704,76,59,30,48,68,40,76,-86.34,-88.29,-97.4,-103.36,-107.59,-119.918,-106.663083293685,-13.04,-15,-24.11,-30.07,-34.29,-38.7654545454546,-35.1648824117681,1.23,-2.41,-13.29,-19.39,-23.66,-36.63,-23.322311829434,1741954950.583
10336,2025-03-14 12:22:30,29.02576,41.10785,640704,76,59,30,48,68,40,76,-86.675,-88.6085714285714,-97.232,-102.706666666667,-108.55,-119.247,-106.663083293685,-13.4625,-15.0128571428571,-24.2,-29.6316666666667,-33.7266666666667,-38.8172727272727,-35.1648824117681,0.4225,-2.42857142857143,-13.386,-18.9466666666667,-24.882,-35.62,-23.322311829434,1741954950.583
