RSRP_PCI3,RSRP_PCI13,RSRP_PCI23,RSRP_PCI30,RSRP_PCI40,RSRP_PCI48,RSRP_PCI59,RSRP_PCI68,RSRP_PCI76,RSRQ_PCI3,RSRQ_PCI13,RSRQ_PCI23,RSRQ_PCI30,RSRQ_PCI40,RSRQ_PCI48,RSRQ_PCI59,RSRQ_PCI68,RSRQ_PCI76,SINR_Serving,TA_Serving,Latitude,Longitude
-76.4,-94.1,-140.0,-140.0,-140.0,-140.0,-140.0,-95.1,-140.0,-10.6,-23.5,-30.0,-30.0,-30.0,-30.0,-30.0,-22.7,-30.0,11.3,0.0,41.10469,29.02281
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-76.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,22.4,0.0,41.10497,29.02508
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-77.0,-92.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-18.2,23.4,0.0,41.10544,29.0266
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-92.4,-96.8,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.5,-15.5,7.2,0.0,41.10583,29.02655
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-99.9,-107.2,-103.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.9,-18.6,-15.0,5.5,0.0,41.10659,29.02643
-140.0,-140.0,-140.0,-140.0,-78.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,23.7,0.0,41.10667,29.02154
-140.0,-140.0,-140.0,-85.7,-88.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.4,-13.0,-30.0,-30.0,-30.0,-30.0,8.8,0.0,41.10753,29.02291
-140.0,-140.0,-140.0,-72.1,-81.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-18.9,-30.0,-30.0,-30.0,-30.0,-14.1,0.0,41.10757,29.02327
-140.0,-140.0,-140.0,-67.1,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,32.7,0.0,41.10761,29.02342
-140.0,-140.0,-140.0,-57.4,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.3,-30.0,-30.0,-30.0,-30.0,-30.0,36.8,0.0,41.10763,29.0235
-140.0,-140.0,-140.0,-66.8,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.3,-30.0,-30.0,-30.0,-30.0,-30.0,36.2,0.0,41.10765,29.02359
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-76.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,21.6,0.0,41.10499,29.0252
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-99.3,-108.7,-104.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.6,-20.6,-17.8,7.4,0.0,41.10648,29.02648
-140.0,-140.0,-140.0,-84.0,-84.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.8,-14.3,-30.0,-30.0,-30.0,-30.0,6.3,0.0,41.10753,29.02272
-140.0,-140.0,-140.0,-69.7,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,35.3,0.0,41.10765,29.02362
-140.0,-140.0,-140.0,-65.8,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,35.4,0.0,41.10773,29.02389
-150.6,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-37.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.4,0.0,41.09903,29.02637
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-13.3,-30.0,0.4,0.0,41.09932,29.0233
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.2,-30.0,3.5,0.0,41.09942,29.02293
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.6,-120.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.3,-12.6,-30.0,1.7,0.0,41.0999,29.02206
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-30.0,15.5,0.0,41.10489,29.02455
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-78.5,-88.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-20.2,27.2,0.0,41.10506,29.02568
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-100.6,-97.0,-91.7,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.4,-15.2,-12.0,4.4,0.0,41.10612,29.02647
-140.0,-140.0,-140.0,-78.3,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.5,-30.0,-30.0,-30.0,-30.0,-30.0,27.3,0.0,41.10784,29.02439
-140.0,-140.0,-140.0,-92.1,-140.0,-140.0,-91.5,-140.0,-91.5,-30.0,-30.0,-30.0,-14.9,-30.0,-30.0,-13.9,-30.0,-13.3,-3.3,0.0,41.10784,29.02595
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-131.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.4,-30.0,-10.4,0.0,41.09915,29.02651
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-126.8,-118.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.0,-12.1,-30.0,3.1,0.0,41.09952,29.0227
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-124.5,-120.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.0,-13.6,-30.0,1.4,0.0,41.09996,29.02197
-56.5,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,21.5,0.0,41.10456,29.02188
-82.8,-87.8,-140.0,-140.0,-140.0,-140.0,-140.0,-103.6,-140.0,-11.6,-18.6,-30.0,-30.0,-30.0,-30.0,-30.0,-24.4,-30.0,9.4,0.0,41.10468,29.02273
-140.0,-140.0,-140.0,-140.0,-140.0,-87.5,-140.0,-140.0,-81.7,-30.0,-30.0,-30.0,-30.0,-30.0,-15.2,-30.0,-30.0,-11.4,8.9,0.0,41.10655,29.02823
-140.0,-140.0,-140.0,-104.8,-140.0,-140.0,-98.5,-140.0,-100.0,-30.0,-30.0,-30.0,-18.7,-30.0,-30.0,-12.7,-30.0,-14.8,3.5,0.0,41.10743,29.02624
-140.0,-140.0,-140.0,-140.0,-135.9,-140.0,-140.0,-131.4,-140.0,-30.0,-30.0,-30.0,-30.0,-23.1,-30.0,-30.0,-19.9,-30.0,-4.5,0.0,41.09902,29.0261
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-131.0,-119.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-22.1,-12.4,-30.0,2.5,0.0,41.09971,29.02238
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.8,-120.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.1,-13.2,-30.0,0.8,0.0,41.10007,29.02181
-91.4,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-87.0,-140.0,-13.8,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.1,-30.0,6.3,0.0,41.10477,29.02377
-107.1,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-86.2,-140.0,-23.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.3,-30.0,8.5,0.0,41.10481,29.02409
-78.6,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-88.7,-140.0,-11.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.4,-30.0,13.2,0.0,41.10483,29.02298
-86.0,-140.0,-91.3,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-12.6,-30.0,-16.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,4.9,0.0,41.10547,29.02281
-140.0,-140.0,-140.0,-85.4,-84.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.9,-11.9,-30.0,-30.0,-30.0,-30.0,7.6,0.0,41.10769,29.02226
-140.0,-140.0,-140.0,-69.1,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,30.6,0.0,41.10778,29.02414
-140.0,-140.0,-140.0,-140.0,-133.5,-140.0,-140.0,-136.5,-140.0,-30.0,-30.0,-30.0,-30.0,-20.9,-30.0,-30.0,-24.3,-30.0,-10.6,0.0,41.09899,29.02598
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.1,-120.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.9,-13.4,-30.0,0.8,0.0,41.10011,29.02175
-55.7,-88.4,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-10.4,-26.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,26.4,0.0,41.10457,29.02199
-86.7,-94.3,-102.0,-140.0,-140.0,-140.0,-140.0,-90.9,-140.0,-11.2,-20.4,-23.4,-30.0,-30.0,-30.0,-30.0,-16.3,-30.0,3.7,0.0,41.10475,29.02339
-80.5,-92.8,-140.0,-140.0,-140.0,-140.0,-140.0,-85.1,-140.0,-12.4,-25.2,-30.0,-30.0,-30.0,-30.0,-30.0,-17.2,-30.0,9.6,0.0,41.10478,29.02302
-82.4,-140.0,-93.6,-140.0,-116.9,-140.0,-140.0,-140.0,-140.0,-11.5,-30.0,-19.6,-30.0,-27.8,-30.0,-30.0,-30.0,-30.0,7.9,0.0,41.1054,29.02282
-140.0,-140.0,-140.0,-140.0,-140.0,-88.5,-140.0,-140.0,-89.3,-30.0,-30.0,-30.0,-30.0,-30.0,-13.0,-30.0,-30.0,-12.6,3.8,0.0,41.10711,29.02891
-140.0,-140.0,-140.0,-140.0,-74.9,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,24.9,0.0,41.10739,29.02182
-140.0,-140.0,-140.0,-140.0,-140.0,-88.4,-140.0,-140.0,-84.5,-30.0,-30.0,-30.0,-30.0,-30.0,-12.6,-30.0,-30.0,-11.3,6.4,0.0,41.10764,29.02914
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-13.8,-30.0,-0.7,0.0,41.09927,29.0236
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-127.8,-119.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.5,-12.6,-30.0,2.0,0.0,41.09947,29.02282
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-124.3,-120.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.0,-13.4,-30.0,-0.3,0.0,41.10019,29.02163
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-121.8,-118.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.3,-13.0,-30.0,0.9,0.0,41.10026,29.02151
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.2,-119.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.6,-13.4,-30.0,0.7,0.0,41.10027,29.02147
-140.0,-60.2,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,28.1,0.0,41.10446,29.02079
-79.5,-99.6,-91.1,-140.0,-140.0,-140.0,-140.0,-90.0,-140.0,-11.2,-24.6,-19.8,-30.0,-30.0,-30.0,-30.0,-15.0,-30.0,14.6,0.0,41.1049,29.02295
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.3,-30.0,27.7,0.0,41.1052,29.02627
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-73.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,28.1,0.0,41.10524,29.02652
-81.2,-109.2,-86.1,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-11.7,-27.4,-14.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,6.7,0.0,41.10533,29.02284
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-65.0,-82.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-20.4,26.3,0.0,41.10542,29.02764
-140.0,-140.0,-154.3,-140.0,-79.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-42.3,-30.0,-10.5,-30.0,-30.0,-30.0,-30.0,20.7,0.0,41.10651,29.02256
-140.0,-140.0,-140.0,-140.0,-77.1,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.3,-30.0,-30.0,-30.0,-30.0,24.3,0.0,41.10659,29.02255
-140.0,-140.0,-140.0,-140.0,-77.5,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,27.4,0.0,41.10674,29.02251
-140.0,-140.0,-140.0,-140.0,-140.0,-88.1,-140.0,-140.0,-79.7,-30.0,-30.0,-30.0,-30.0,-30.0,-15.0,-30.0,-30.0,-11.1,-2.0,4.0,41.10676,29.02862
-140.0,-140.0,-140.0,-140.0,-75.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,30.1,0.0,41.10689,29.02251
-140.0,-125.0,-118.7,-140.0,-122.5,-140.0,-140.0,-121.8,-120.1,-30.0,-21.3,-15.7,-30.0,-19.2,-30.0,-30.0,-18.1,-17.0,-8.5,0.0,41.10721,29.01766
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.7,-117.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.9,-12.0,-30.0,3.7,0.0,41.09966,29.02249
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-126.0,-121.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.3,-13.9,-30.0,0.6,0.0,41.10001,29.02188
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.2,-122.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.8,-14.3,-30.0,-1.8,0.0,41.10015,29.02171
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.7,-120.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.1,-13.8,-30.0,-0.9,0.0,41.10018,29.02167
-91.4,-69.6,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-24.4,-10.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.9,0.0,41.10439,29.02036
-140.0,-64.2,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,20.1,0.0,41.10443,29.02059
-80.3,-90.5,-140.0,-140.0,-140.0,-140.0,-140.0,-86.9,-140.0,-11.8,-18.4,-30.0,-30.0,-30.0,-30.0,-30.0,-18.0,-30.0,9.5,0.0,41.10477,29.02305
-114.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-84.1,-140.0,-28.7,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,-30.0,11.9,0.0,41.10487,29.02437
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-30.0,14.0,0.0,41.10498,29.02486
-140.0,-140.0,-117.0,-140.0,-82.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.6,-30.0,-10.9,-30.0,-30.0,-30.0,-30.0,12.2,0.0,41.10637,29.0226
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-97.4,-140.0,-104.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.3,-30.0,-16.0,6.1,0.0,41.1073,29.02627
-140.0,-140.0,-140.0,-140.0,-140.0,-145.9,-77.8,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-39.6,-10.6,-30.0,-30.0,14.6,0.0,41.10789,29.02696
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-68.2,-140.0,-72.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.4,-30.0,-16.6,9.3,0.0,41.10789,29.02735
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.4,-120.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.0,-13.7,-30.0,-0.3,0.0,41.10024,29.02156
-72.8,-95.0,-140.0,-140.0,-140.0,-140.0,-140.0,-93.1,-140.0,-10.7,-23.3,-30.0,-30.0,-30.0,-30.0,-30.0,-20.7,-30.0,15.6,0.0,41.10465,29.0225
-76.4,-91.6,-140.0,-140.0,-140.0,-140.0,-140.0,-92.0,-140.0,-10.8,-25.6,-30.0,-30.0,-30.0,-30.0,-30.0,-22.0,-30.0,10.9,0.0,41.10466,29.02258
-80.0,-89.9,-140.0,-140.0,-140.0,-140.0,-140.0,-102.2,-140.0,-11.0,-19.2,-30.0,-30.0,-30.0,-30.0,-30.0,-22.3,-30.0,11.1,0.0,41.1047,29.02288
-88.2,-94.6,-140.0,-140.0,-140.0,-140.0,-140.0,-90.1,-140.0,-12.9,-18.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.8,-30.0,0.7,0.0,41.10474,29.02328
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,20.0,0.0,41.10496,29.02465
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-70.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,31.2,0.0,41.10522,29.02633
-140.0,-140.0,-89.2,-140.0,-85.1,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-16.7,-30.0,-11.8,-30.0,-30.0,-30.0,-30.0,7.9,0.0,41.10626,29.02263
-140.0,-140.0,-140.0,-140.0,-140.0,-87.1,-89.1,-140.0,-78.2,-30.0,-30.0,-30.0,-30.0,-30.0,-16.4,-19.9,-30.0,-11.0,-2.1,4.0,41.10683,29.02856
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-93.4,-140.0,-103.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.8,-30.0,-21.9,12.3,0.0,41.107,29.02635
-140.0,-140.0,-140.0,-140.0,-79.1,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.5,-30.0,-30.0,-30.0,-30.0,24.9,0.0,41.10714,29.02254
-140.0,-140.0,-140.0,-140.0,-140.0,-89.7,-140.0,-140.0,-81.7,-30.0,-30.0,-30.0,-30.0,-30.0,-14.4,-30.0,-30.0,-11.0,3.8,7.0,41.10762,29.02914
-140.0,-140.0,-140.0,-92.4,-140.0,-140.0,-95.4,-140.0,-140.0,-30.0,-30.0,-30.0,-12.2,-30.0,-30.0,-15.7,-30.0,-30.0,6.1,0.0,41.1078,29.02551
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-120.9,-119.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.3,-13.7,-30.0,-0.6,0.0,41.10025,29.02153
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.5,-118.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.1,-12.7,-30.0,3.4,0.0,41.10028,29.02146
-91.2,-66.9,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-26.9,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.9,0.0,41.10438,29.02024
-56.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,27.9,0.0,41.10457,29.0221
-66.7,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,24.9,0.0,41.1046,29.02224
-87.2,-140.0,-95.8,-140.0,-140.0,-140.0,-140.0,-89.2,-140.0,-13.8,-30.0,-17.9,-30.0,-30.0,-30.0,-30.0,-14.1,-30.0,4.6,0.0,41.10471,29.0232
-87.9,-140.0,-99.1,-140.0,-140.0,-140.0,-140.0,-90.3,-140.0,-13.6,-30.0,-20.3,-30.0,-30.0,-30.0,-30.0,-14.8,-30.0,-3.4,0.0,41.10473,29.02317
-152.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-82.0,-140.0,-41.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,-30.0,10.2,0.0,41.10484,29.02408
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-78.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,22.2,0.0,41.10504,29.02519
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-69.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,27.5,0.0,41.10515,29.02602
-81.6,-93.8,-101.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-11.2,-21.0,-25.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,11.1,0.0,41.10518,29.02288
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,30.0,0.0,41.10524,29.02646
-140.0,-140.0,-140.0,-140.0,-115.0,-140.0,-140.0,-120.9,-119.9,-30.0,-30.0,-30.0,-30.0,-13.5,-30.0,-30.0,-19.0,-18.2,-9.5,17.0,41.10681,29.0164
-140.0,-140.0,-140.0,-90.2,-84.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-15.0,-10.8,-30.0,-30.0,-30.0,-30.0,10.3,0.0,41.10741,29.02273
-140.0,-140.0,-140.0,-85.0,-140.0,-140.0,-93.7,-140.0,-140.0,-30.0,-30.0,-30.0,-10.6,-30.0,-30.0,-19.0,-30.0,-30.0,18.9,0.0,41.10784,29.02507
-140.0,-140.0,-140.0,-93.8,-91.5,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-13.0,-12.2,-30.0,-30.0,-30.0,-30.0,6.5,0.0,41.10802,29.02159
-135.9,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-23.7,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-3.0,0.0,41.09927,29.02697
-140.0,-63.8,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-10.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,24.0,0.0,41.10448,29.02088
-71.7,-60.2,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-16.2,-10.8,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,16.5,0.0,41.10454,29.02151
-66.3,-73.2,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-11.1,-16.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,7.0,0.0,41.10455,29.0217
-92.9,-140.0,-87.8,-140.0,-91.6,-140.0,-140.0,-140.0,-140.0,-19.0,-30.0,-13.9,-30.0,-16.4,-30.0,-30.0,-30.0,-30.0,4.0,0.0,41.10591,29.0227
-98.3,-140.0,-91.7,-140.0,-86.6,-140.0,-140.0,-140.0,-140.0,-19.3,-30.0,-16.2,-30.0,-12.6,-30.0,-30.0,-30.0,-30.0,0.9,0.0,41.10605,29.02267
-140.0,-140.0,-140.0,-140.0,-140.0,-84.5,-140.0,-140.0,-77.4,-30.0,-30.0,-30.0,-30.0,-30.0,-17.5,-30.0,-30.0,-10.8,9.9,0.0,41.10673,29.02858
-140.0,-140.0,-140.0,-88.1,-140.0,-140.0,-93.3,-140.0,-95.0,-30.0,-30.0,-30.0,-11.8,-30.0,-30.0,-14.7,-30.0,-14.8,2.7,0.0,41.1078,29.02572
-69.2,-69.1,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-12.7,-13.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,5.6,0.0,41.10455,29.02164
-85.1,-89.6,-140.0,-140.0,-140.0,-140.0,-140.0,-90.3,-140.0,-12.4,-17.7,-30.0,-30.0,-30.0,-30.0,-30.0,-17.5,-30.0,6.1,0.0,41.10471,29.02303
-87.8,-92.9,-140.0,-140.0,-140.0,-140.0,-140.0,-91.4,-140.0,-12.7,-17.8,-30.0,-30.0,-30.0,-30.0,-30.0,-16.0,-30.0,-1.9,0.0,41.10474,29.02335
-92.0,-95.9,-140.0,-140.0,-140.0,-140.0,-140.0,-84.3,-140.0,-16.0,-20.5,-30.0,-30.0,-30.0,-30.0,-30.0,-11.5,-30.0,4.1,0.0,41.10475,29.02353
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-72.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,23.9,0.0,41.10504,29.02531
-78.7,-89.3,-103.2,-140.0,-140.0,-140.0,-140.0,-109.2,-140.0,-11.1,-19.6,-26.1,-30.0,-30.0,-30.0,-30.0,-26.8,-30.0,17.4,0.0,41.10511,29.02289
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.2,-82.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-20.5,25.8,0.0,41.10512,29.02582
-140.0,-140.0,-140.0,-140.0,-140.0,-86.1,-140.0,-140.0,-89.7,-30.0,-30.0,-30.0,-30.0,-30.0,-12.0,-30.0,-30.0,-14.1,5.2,0.0,41.10717,29.02897
-140.0,-140.0,-140.0,-123.3,-124.2,-140.0,-140.0,-127.5,-125.1,-30.0,-30.0,-30.0,-16.5,-17.3,-30.0,-30.0,-20.0,-18.5,-8.5,0.0,41.10737,29.01881
-140.0,-140.0,-140.0,-81.6,-85.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.5,-14.2,-30.0,-30.0,-30.0,-30.0,8.8,0.0,41.1076,29.02257
